category_id,category_title,category_thai,conversation_id,conversation_no,conversation_title,line_no,speaker,english,thai
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,3,A,Do you need detergent?,ต้องใช้น้ำยาซักผ้าไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,4,B,"Yes, I need to buy some.",ใช่ ฉันต้องซื้อเพิ่ม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,5,A,The store near here sells it.,ร้านใกล้ ๆ นี้มีขาย
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,6,B,Great. I’ll go there later.,ดีเลย เดี๋ยวฉันจะไปทีหลัง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,7,A,Don’t forget to dry the clothes.,อย่าลืมตากผ้านะ
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,8,B,I won’t. The weather is sunny today.,ไม่ลืมหรอก วันนี้แดดดี
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,9,A,That will help them dry fast.,จะช่วยให้ผ้าแห้งเร็ว
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_02_doing-laundry,2,Doing Laundry,10,B,"Yes, I hope so.",ใช่ หวังว่าจะเป็นอย่างนั้น
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,1,A,Do you have plans today?,วันนี้มีแผนอะไรไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,2,B,"Yes, I need to run some errands.",มี ฉันต้องไปทำธุระหลายอย่าง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,3,A,Where do you need to go?,ต้องไปที่ไหนบ้าง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,4,B,I need to go to the bank and the pharmacy.,ฉันต้องไปธนาคารและร้านขายยา
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,5,A,Do you want me to go with you?,อยากให้ฉันไปด้วยไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,6,B,That would be helpful.,ถ้าได้ก็ดีมาก
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,7,A,What time should we leave?,เราควรออกกี่โมง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,8,B,Let’s leave at ten.,ออกตอนสิบโมงกัน
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,9,A,"Okay, I’ll be ready.",โอเค ฉันจะเตรียมตัวให้พร้อม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_03_running-errands,3,Running Errands,10,B,Thanks. I appreciate it.,ขอบคุณนะ ฉันซาบซึ้งมาก
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,1,A,What do you do in your free time?,คุณทำอะไรในเวลาว่าง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,2,B,I watch videos and learn new skills.,ฉันดูวิดีโอและเรียนทักษะใหม่ ๆ
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,3,A,What kind of skills?,ทักษะแบบไหน
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,4,B,"English, AI tools, and content creation.",ภาษาอังกฤษ เครื่องมือ AI และการทำคอนเทนต์
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,5,A,That sounds useful.,ฟังดูมีประโยชน์
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,6,B,"Yes, I want to improve myself.",ใช่ ฉันอยากพัฒนาตัวเอง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,7,A,Do you also relax?,แล้วคุณได้พักผ่อนบ้างไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,8,B,"Yes, I listen to music at night.",ได้พัก ฉันฟังเพลงตอนกลางคืน
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,9,A,Balance is important.,ความสมดุลสำคัญนะ
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_04_free-time,4,Free Time,10,B,I agree. I try not to work too much.,เห็นด้วย ฉันพยายามไม่ทำงานหนักเกินไป
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,1,A,Do you have an appointment today?,วันนี้คุณมีนัดไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,2,B,"Yes, I have a doctor’s appointment at two.",มี ฉันมีนัดหมอตอนบ่ายสอง
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,3,A,How will you get there?,จะไปอย่างไร
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,4,B,I will take a taxi.,ฉันจะนั่งแท็กซี่ไป
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,5,A,Do you need any documents?,ต้องใช้เอกสารอะไรไหม
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,6,B,I need my ID card and appointment card.,ฉันต้องใช้บัตรประชาชนและใบนัด
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,7,A,Please don’t forget them.,อย่าลืมนะ
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,8,B,I already put them in my bag.,ฉันใส่ไว้ในกระเป๋าแล้ว
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,9,A,Good. I hope everything goes well.,ดีแล้ว หวังว่าทุกอย่างจะเรียบร้อย
daily-life,Daily Life,ชีวิตประจำวัน,daily-life_05_making-an-appointment,5,Making an Appointment,10,B,Thank you.,ขอบคุณนะ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,1,A,"Hi, I’m Alex. Nice to meet you.",สวัสดี ฉันชื่ออเล็กซ์ ยินดีที่ได้รู้จัก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,2,B,Nice to meet you too. I’m Team.,ยินดีที่ได้รู้จักเช่นกัน ฉันชื่อทีม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,3,A,Is this your first time here?,นี่เป็นครั้งแรกที่คุณมาที่นี่ไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,4,B,"Yes, it is.",ใช่ ครั้งแรก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,5,A,How do you like it so far?,ตอนนี้รู้สึกชอบที่นี่ไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,6,B,It’s nice and friendly.,ที่นี่ดีและเป็นกันเอง
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,7,A,I’m glad to hear that.,ดีใจที่ได้ยินแบบนั้น
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,8,B,Thanks. Everyone seems helpful.,ขอบคุณ ทุกคนดูช่วยเหลือดี
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,9,A,I hope you enjoy the event.,หวังว่าคุณจะสนุกกับงานนี้
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_01_meeting-someone,1,Meeting Someone,10,B,Thank you. I think I will.,ขอบคุณ ฉันคิดว่าน่าจะสนุก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,1,A,The weather is really hot today.,วันนี้อากาศร้อนมาก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,2,B,"Yes, it is hotter than yesterday.",ใช่ ร้อนกว่าเมื่อวาน
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,3,A,Do you like hot weather?,คุณชอบอากาศร้อนไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,4,B,Not really. I prefer cool weather.,ไม่ค่อยชอบ ฉันชอบอากาศเย็นมากกว่า
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,5,A,Me too. It is easier to go outside.,ฉันก็เหมือนกัน ออกไปข้างนอกง่ายกว่า
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,6,B,Exactly. Hot weather makes me tired.,ใช่เลย อากาศร้อนทำให้ฉันเหนื่อย
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,7,A,Do you want some water?,เอาน้ำไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,8,B,"Yes, please. Thank you.",เอา ขอบคุณนะ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,9,A,Stay hydrated today.,วันนี้ดื่มน้ำให้พอนะ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_02_weather,2,Weather,10,B,I will.,ได้เลย
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,1,A,How was your weekend?,สุดสัปดาห์ของคุณเป็นอย่างไรบ้าง
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,2,B,It was relaxing.,ผ่อนคลายดี
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,3,A,What did you do?,คุณทำอะไรบ้าง
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,4,B,I stayed home and watched movies.,ฉันอยู่บ้านและดูหนัง
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,5,A,That sounds nice.,ฟังดูดีนะ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,6,B,"Yes, I needed a break.",ใช่ ฉันต้องการพัก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,7,A,Did you go anywhere?,ได้ไปไหนไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,8,B,"No, I just rested.",ไม่ได้ไปไหน แค่พักผ่อน
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,9,A,Sometimes that is the best plan.,บางครั้งนั่นคือแผนที่ดีที่สุด
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_03_weekend,3,Weekend,10,B,I agree.,เห็นด้วย
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,1,A,What do you like to do for fun?,คุณชอบทำอะไรเพื่อความสนุก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,2,B,I like going to the gym.,ฉันชอบไปยิม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,3,A,How often do you go?,ไปบ่อยแค่ไหน
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,4,B,About five times a week.,ประมาณสัปดาห์ละห้าครั้ง
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,5,A,"Wow, that is impressive.",ว้าว น่าประทับใจมาก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,6,B,Thanks. It helps me stay focused.,ขอบคุณ มันช่วยให้ฉันมีสมาธิ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,7,A,Do you have other hobbies?,มีงานอดิเรกอื่นไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,8,B,I also like learning English.,ฉันชอบเรียนภาษาอังกฤษด้วย
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,9,A,That is very useful.,นั่นมีประโยชน์มาก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_04_hobbies,4,Hobbies,10,B,"Yes, I want to speak better.",ใช่ ฉันอยากพูดให้ดีขึ้น
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,1,A,Have you been busy recently?,ช่วงนี้คุณยุ่งไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,2,B,"Yes, I have been working on a project.",ใช่ ฉันกำลังทำโปรเจกต์อยู่
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,3,A,What kind of project?,โปรเจกต์แบบไหน
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,4,B,It is an English learning website.,เป็นเว็บไซต์เรียนภาษาอังกฤษ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,5,A,That sounds exciting.,ฟังดูน่าตื่นเต้น
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,6,B,"It is, but it takes a lot of time.",ใช่ แต่มันใช้เวลามาก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,7,A,Are you enjoying it?,คุณสนุกกับมันไหม
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,8,B,"Yes, I’m learning a lot.",สนุก ฉันได้เรียนรู้เยอะมาก
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,9,A,That’s great. Keep going.,ดีมาก ทำต่อไปนะ
small-talk,Small Talk,คุยเล่นทั่วไป,small-talk_05_recent-news,5,Recent News,10,B,Thanks. I will.,ขอบคุณ ฉันจะทำต่อ
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,1,A,What would you like to eat?,อยากกินอะไร
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,2,B,I’m not sure yet.,ยังไม่แน่ใจเลย
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,3,A,Do you want Thai food or Japanese food?,อยากกินอาหารไทยหรืออาหารญี่ปุ่น
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,4,B,Thai food sounds good.,อาหารไทยก็ดีนะ
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,5,A,Do you like spicy food?,คุณชอบอาหารเผ็ดไหม
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,6,B,"Yes, but not too spicy.",ชอบ แต่ไม่เผ็ดเกินไป
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,7,A,How about basil chicken with rice?,ข้าวกะเพราไก่ดีไหม
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,8,B,That sounds delicious.,ฟังดูอร่อย
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,9,A,Let’s order that.,สั่งอันนั้นกัน
food,Food,อาหาร,food_01_choosing-food,1,Choosing Food,10,B,"Okay, I’m hungry now.",โอเค ตอนนี้ฉันหิวแล้ว
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,1,A,Good evening. A table for two?,สวัสดีตอนเย็น โต๊ะสำหรับสองท่านใช่ไหมครับ/คะ
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,2,B,"Yes, please.",ใช่ครับ/ค่ะ
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,3,A,Please follow me.,กรุณาตามมาครับ/ค่ะ
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,4,B,Thank you.,ขอบคุณ
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,5,A,Here is the menu.,นี่คือเมนูครับ/ค่ะ
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,6,B,Can you recommend something popular?,ช่วยแนะนำเมนูยอดนิยมได้ไหม
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,7,A,The grilled chicken is very popular.,ไก่ย่างเป็นเมนูยอดนิยมมาก
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,8,B,Great. I’ll try that.,ดีเลย ฉันจะลองเมนูนั้น
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,9,A,Would you like anything to drink?,ต้องการเครื่องดื่มอะไรไหม
food,Food,อาหาร,food_02_at-a-restaurant,2,At a Restaurant,10,B,"Just water, please.",ขอน้ำเปล่าครับ/ค่ะ
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,1,A,Are you ready to order?,พร้อมสั่งอาหารหรือยังครับ/คะ
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,2,B,"Yes, I would like fried rice.",พร้อมแล้ว ฉันขอข้าวผัด
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,3,A,"Would you like chicken, pork, or shrimp?",ต้องการไก่ หมู หรือกุ้ง
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,4,B,"Chicken, please.",ขอไก่
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,5,A,Anything else?,รับอะไรเพิ่มไหม
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,6,B,Can I have a fried egg on top?,ขอไข่ดาวโปะหน้าได้ไหม
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,7,A,Of course.,ได้แน่นอน
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,8,B,"And one iced tea, please.",แล้วก็ชามะนาวเย็นหนึ่งแก้ว
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,9,A,Sure. Your food will be ready soon.,ได้ครับ/ค่ะ อาหารจะพร้อมเร็ว ๆ นี้
food,Food,อาหาร,food_03_ordering-food,3,Ordering Food,10,B,Thank you.,ขอบคุณ
food,Food,อาหาร,food_04_taste,4,Taste,1,A,How is the food?,อาหารเป็นอย่างไรบ้าง
food,Food,อาหาร,food_04_taste,4,Taste,2,B,It is delicious.,อร่อยมาก
food,Food,อาหาร,food_04_taste,4,Taste,3,A,Is it too spicy?,เผ็ดเกินไปไหม
food,Food,อาหาร,food_04_taste,4,Taste,4,B,"No, it is just right.",ไม่เลย กำลังพอดี
food,Food,อาหาร,food_04_taste,4,Taste,5,A,Do you want more rice?,เอาข้าวเพิ่มไหม
food,Food,อาหาร,food_04_taste,4,Taste,6,B,"No, thank you. I’m almost full.",ไม่เอา ขอบคุณ ฉันเกือบอิ่มแล้ว
food,Food,อาหาร,food_04_taste,4,Taste,7,A,I like the soup.,ฉันชอบซุปนี้
food,Food,อาหาร,food_04_taste,4,Taste,8,B,Me too. It has a nice flavor.,ฉันก็ชอบ รสชาติดี
food,Food,อาหาร,food_04_taste,4,Taste,9,A,We should come here again.,เราควรมาที่นี่อีกนะ
food,Food,อาหาร,food_04_taste,4,Taste,10,B,Definitely.,แน่นอน
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,1,A,"Can I have the bill, please?",ขอบิลหน่อยได้ไหมครับ/คะ
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,2,B,"Sure. One moment, please.",ได้ครับ/ค่ะ รอสักครู่
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,3,A,Do you accept QR payment?,รับจ่ายผ่านคิวอาร์ไหม
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,4,B,"Yes, we do.",รับครับ/ค่ะ
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,5,A,Great. How much is it?,ดีเลย ทั้งหมดเท่าไหร่
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,6,B,It is 280 baht.,ทั้งหมด 280 บาท
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,7,A,Here is the payment confirmation.,นี่คือสลิปยืนยันการชำระเงิน
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,8,B,Thank you very much.,ขอบคุณมากครับ/ค่ะ
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,9,A,The food was great.,อาหารอร่อยมาก
food,Food,อาหาร,food_05_paying-the-bill,5,Paying the Bill,10,B,We’re glad you liked it.,ดีใจที่คุณชอบครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,1,A,Hello. Can I help you?,สวัสดี ให้ช่วยไหมครับ/คะ
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,2,B,"I’m just looking, thank you.",ขอดูก่อน ขอบคุณ
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,3,A,Sure. Let me know if you need anything.,ได้เลย ต้องการอะไรบอกได้นะครับ/คะ
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,4,B,"Actually, I’m looking for a T-shirt.",จริง ๆ แล้วฉันกำลังมองหาเสื้อยืด
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,5,A,What color do you like?,ชอบสีอะไร
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,6,B,I like black or white.,ฉันชอบสีดำหรือสีขาว
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,7,A,We have both colors here.,เรามีทั้งสองสีตรงนี้
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,8,B,Great. Can I see the black one?,ดีเลย ขอดูสีดำได้ไหม
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,9,A,Of course. Here you are.,ได้แน่นอน นี่ครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_01_looking-around,1,Looking Around,10,B,Thank you.,ขอบคุณ
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,1,A,How much is this shirt?,เสื้อตัวนี้ราคาเท่าไหร่
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,2,B,It is 490 baht.,ราคา 490 บาท
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,3,A,Is there a discount?,มีส่วนลดไหม
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,4,B,"Yes, today it is 10 percent off.",มี วันนี้ลด 10 เปอร์เซ็นต์
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,5,A,That sounds good.,ฟังดูดีนะ
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,6,B,Would you like to try it on?,อยากลองใส่ไหม
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,7,A,"Yes, please.",อยากลองครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,8,B,The fitting room is over there.,ห้องลองเสื้ออยู่ตรงนั้น
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,9,A,Thank you. I’ll try it now.,ขอบคุณ ฉันจะลองตอนนี้
shopping,Shopping,การซื้อของ,shopping_02_asking-the-price,2,Asking the Price,10,B,Take your time.,ตามสบายเลยครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,1,A,Do you have this in a larger size?,มีไซซ์ใหญ่กว่านี้ไหม
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,2,B,"Yes, we have large and extra large.",มีครับ/ค่ะ มีไซซ์ L และ XL
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,3,A,Can I try the large size?,ขอลองไซซ์ L ได้ไหม
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,4,B,Of course. Here it is.,ได้แน่นอน นี่ครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,5,A,Thank you. This size looks better.,ขอบคุณ ไซซ์นี้ดูดีกว่า
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,6,B,It fits you well.,ใส่พอดีเลยครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,7,A,Is the material cotton?,เนื้อผ้าเป็นคอตตอนใช่ไหม
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,8,B,"Yes, it is soft cotton.",ใช่ เป็นคอตตอนนุ่ม
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,9,A,Great. I’ll take this one.,ดีเลย ฉันเอาตัวนี้
shopping,Shopping,การซื้อของ,shopping_03_size,3,Size,10,B,Excellent choice.,เลือกได้ดีครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,1,A,How would you like to pay?,ต้องการชำระเงินแบบไหนครับ/คะ
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,2,B,Can I pay by card?,จ่ายด้วยบัตรได้ไหม
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,3,A,"Yes, we accept cards.",ได้ครับ/ค่ะ เรารับบัตร
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,4,B,Great. Here is my card.,ดีเลย นี่บัตรของฉัน
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,5,A,Please enter your PIN.,กรุณากดรหัส
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,6,B,"Okay, done.",โอเค เรียบร้อย
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,7,A,Would you like a receipt?,ต้องการใบเสร็จไหม
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,8,B,"Yes, please.",ต้องการครับ/ค่ะ
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,9,A,Here is your receipt and bag.,นี่ใบเสร็จและถุงของคุณ
shopping,Shopping,การซื้อของ,shopping_04_payment,4,Payment,10,B,Thank you very much.,ขอบคุณมาก
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,1,A,Can I return this if it doesn’t fit?,ถ้าใส่ไม่พอดี ฉันคืนได้ไหม
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,2,B,"Yes, you can return it within seven days.",ได้ครับ/ค่ะ คืนได้ภายในเจ็ดวัน
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,3,A,Do I need the receipt?,ต้องใช้ใบเสร็จไหม
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,4,B,"Yes, please keep the receipt.",ใช่ กรุณาเก็บใบเสร็จไว้
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,5,A,Can I exchange it for another size?,เปลี่ยนเป็นไซซ์อื่นได้ไหม
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,6,B,"Yes, if the item is unused.",ได้ ถ้าสินค้ายังไม่ได้ใช้งาน
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,7,A,That’s good to know.,ดีที่ได้รู้
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,8,B,We want customers to be happy.,เราอยากให้ลูกค้าพึงพอใจ
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,9,A,Thank you for explaining.,ขอบคุณที่อธิบาย
shopping,Shopping,การซื้อของ,shopping_05_return-policy,5,Return Policy,10,B,You’re welcome.,ยินดีครับ/ค่ะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,1,A,"May I see your passport, please?",ขอดูหนังสือเดินทางหน่อยได้ไหมครับ/คะ
